query,plan,execution_time (ms)
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part        right join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 120913.0 and partsupp.ps_partkey > 361542.0 ;","{'Node Type': 'Gather', 'Parallel Aware': False, 'Startup Cost': 13473.44, 'Total Cost': 87478.58, 'Plan Rows': 177774, 'Plan Width': 274, 'Actual Startup Time': 469.387, 'Actual Total Time': 619.005, 'Actual Rows': 153832, 'Actual Loops': 1, 'Workers Planned': 2, 'Workers Launched': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Join Type': 'Inner', 'Startup Cost': 12473.44, 'Total Cost': 68701.18, 'Plan Rows': 74072, 'Plan Width': 274, 'Actual Startup Time': 465.46, 'Actual Total Time': 526.958, 'Actual Rows': 51277, 'Actual Loops': 3, 'Inner Unique': False, 'Hash Cond': '(partsupp.ps_partkey = part.p_partkey)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'partsupp', 'Alias': 'partsupp', 'Startup Cost': 0.0, 'Total Cost': 44883.79, 'Plan Rows': 222218, 'Plan Width': 144, 'Actual Startup Time': 197.209, 'Actual Total Time': 247.158, 'Actual Rows': 51277, 'Actual Loops': 3, 'Filter': '((ps_partkey)::numeric > 361542.0)', 'Rows Removed by Filter': 482056}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': True, 'Startup Cost': 10693.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 170.19, 'Actual Total Time': 170.191, 'Actual Rows': 93029, 'Actual Loops': 3, 'Hash Buckets': 32768, 'Original Hash Buckets': 32768, 'Hash Batches': 16, 'Original Hash Batches': 8, 'Peak Memory Usage': 3264, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'part', 'Alias': 'part', 'Startup Cost': 0.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 15.66, 'Actual Total Time': 61.353, 'Actual Rows': 93029, 'Actual Loops': 3, 'Filter': '((p_partkey)::numeric > 120913.0)', 'Rows Removed by Filter': 40304}]}]}]}",629.614
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part        left join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 120913.0 and partsupp.ps_partkey > 361542.0 ;","{'Node Type': 'Gather', 'Parallel Aware': False, 'Startup Cost': 13473.44, 'Total Cost': 87478.58, 'Plan Rows': 177774, 'Plan Width': 274, 'Actual Startup Time': 452.045, 'Actual Total Time': 594.407, 'Actual Rows': 153832, 'Actual Loops': 1, 'Workers Planned': 2, 'Workers Launched': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Join Type': 'Inner', 'Startup Cost': 12473.44, 'Total Cost': 68701.18, 'Plan Rows': 74072, 'Plan Width': 274, 'Actual Startup Time': 445.52, 'Actual Total Time': 505.277, 'Actual Rows': 51277, 'Actual Loops': 3, 'Inner Unique': False, 'Hash Cond': '(partsupp.ps_partkey = part.p_partkey)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'partsupp', 'Alias': 'partsupp', 'Startup Cost': 0.0, 'Total Cost': 44883.79, 'Plan Rows': 222218, 'Plan Width': 144, 'Actual Startup Time': 194.471, 'Actual Total Time': 232.969, 'Actual Rows': 51277, 'Actual Loops': 3, 'Filter': '((ps_partkey)::numeric > 361542.0)', 'Rows Removed by Filter': 482056}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': True, 'Startup Cost': 10693.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 169.091, 'Actual Total Time': 169.092, 'Actual Rows': 93029, 'Actual Loops': 3, 'Hash Buckets': 32768, 'Original Hash Buckets': 32768, 'Hash Batches': 16, 'Original Hash Batches': 8, 'Peak Memory Usage': 3264, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'part', 'Alias': 'part', 'Startup Cost': 0.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 16.021, 'Actual Total Time': 65.122, 'Actual Rows': 93029, 'Actual Loops': 3, 'Filter': '((p_partkey)::numeric > 120913.0)', 'Rows Removed by Filter': 40304}]}]}]}",604.948
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part        inner join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 120913.0 and partsupp.ps_partkey > 361542.0 ;","{'Node Type': 'Gather', 'Parallel Aware': False, 'Startup Cost': 13473.44, 'Total Cost': 87478.58, 'Plan Rows': 177774, 'Plan Width': 274, 'Actual Startup Time': 457.749, 'Actual Total Time': 600.656, 'Actual Rows': 153832, 'Actual Loops': 1, 'Workers Planned': 2, 'Workers Launched': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Join Type': 'Inner', 'Startup Cost': 12473.44, 'Total Cost': 68701.18, 'Plan Rows': 74072, 'Plan Width': 274, 'Actual Startup Time': 450.902, 'Actual Total Time': 509.307, 'Actual Rows': 51277, 'Actual Loops': 3, 'Inner Unique': False, 'Hash Cond': '(partsupp.ps_partkey = part.p_partkey)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'partsupp', 'Alias': 'partsupp', 'Startup Cost': 0.0, 'Total Cost': 44883.79, 'Plan Rows': 222218, 'Plan Width': 144, 'Actual Startup Time': 197.146, 'Actual Total Time': 235.988, 'Actual Rows': 51277, 'Actual Loops': 3, 'Filter': '((ps_partkey)::numeric > 361542.0)', 'Rows Removed by Filter': 482056}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': True, 'Startup Cost': 10693.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 169.111, 'Actual Total Time': 169.112, 'Actual Rows': 93029, 'Actual Loops': 3, 'Hash Buckets': 32768, 'Original Hash Buckets': 32768, 'Hash Batches': 16, 'Original Hash Batches': 8, 'Peak Memory Usage': 3232, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'part', 'Alias': 'part', 'Startup Cost': 0.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 15.779, 'Actual Total Time': 58.554, 'Actual Rows': 93029, 'Actual Loops': 3, 'Filter': '((p_partkey)::numeric > 120913.0)', 'Rows Removed by Filter': 40304}]}]}]}",612.106
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part        right join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 179021.0 and partsupp.ps_partkey > 12.0 ;","{'Node Type': 'Gather', 'Parallel Aware': False, 'Startup Cost': 13473.44, 'Total Cost': 87478.58, 'Plan Rows': 177774, 'Plan Width': 274, 'Actual Startup Time': 812.18, 'Actual Total Time': 1599.658, 'Actual Rows': 883916, 'Actual Loops': 1, 'Workers Planned': 2, 'Workers Launched': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Join Type': 'Inner', 'Startup Cost': 12473.44, 'Total Cost': 68701.18, 'Plan Rows': 74072, 'Plan Width': 274, 'Actual Startup Time': 809.447, 'Actual Total Time': 1148.51, 'Actual Rows': 294639, 'Actual Loops': 3, 'Inner Unique': False, 'Hash Cond': '(partsupp.ps_partkey = part.p_partkey)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'partsupp', 'Alias': 'partsupp', 'Startup Cost': 0.0, 'Total Cost': 44883.79, 'Plan Rows': 222218, 'Plan Width': 144, 'Actual Startup Time': 0.015, 'Actual Total Time': 286.01, 'Actual Rows': 533317, 'Actual Loops': 3, 'Filter': '((ps_partkey)::numeric > 12.0)', 'Rows Removed by Filter': 16}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': True, 'Startup Cost': 10693.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 154.365, 'Actual Total Time': 154.366, 'Actual Rows': 73660, 'Actual Loops': 3, 'Hash Buckets': 32768, 'Original Hash Buckets': 32768, 'Hash Batches': 16, 'Original Hash Batches': 8, 'Peak Memory Usage': 2656, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'part', 'Alias': 'part', 'Startup Cost': 0.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 24.635, 'Actual Total Time': 55.802, 'Actual Rows': 73660, 'Actual Loops': 3, 'Filter': '((p_partkey)::numeric > 179021.0)', 'Rows Removed by Filter': 59674}]}]}]}",1668.039
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part        left join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 179021.0 and partsupp.ps_partkey > 12.0 ;","{'Node Type': 'Gather', 'Parallel Aware': False, 'Startup Cost': 13473.44, 'Total Cost': 87478.58, 'Plan Rows': 177774, 'Plan Width': 274, 'Actual Startup Time': 804.2, 'Actual Total Time': 1444.345, 'Actual Rows': 883916, 'Actual Loops': 1, 'Workers Planned': 2, 'Workers Launched': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Join Type': 'Inner', 'Startup Cost': 12473.44, 'Total Cost': 68701.18, 'Plan Rows': 74072, 'Plan Width': 274, 'Actual Startup Time': 801.188, 'Actual Total Time': 1102.207, 'Actual Rows': 294639, 'Actual Loops': 3, 'Inner Unique': False, 'Hash Cond': '(partsupp.ps_partkey = part.p_partkey)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'partsupp', 'Alias': 'partsupp', 'Startup Cost': 0.0, 'Total Cost': 44883.79, 'Plan Rows': 222218, 'Plan Width': 144, 'Actual Startup Time': 0.014, 'Actual Total Time': 281.766, 'Actual Rows': 533317, 'Actual Loops': 3, 'Filter': '((ps_partkey)::numeric > 12.0)', 'Rows Removed by Filter': 16}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': True, 'Startup Cost': 10693.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 152.837, 'Actual Total Time': 152.838, 'Actual Rows': 73660, 'Actual Loops': 3, 'Hash Buckets': 32768, 'Original Hash Buckets': 32768, 'Hash Batches': 16, 'Original Hash Batches': 8, 'Peak Memory Usage': 2624, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'part', 'Alias': 'part', 'Startup Cost': 0.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 24.901, 'Actual Total Time': 59.775, 'Actual Rows': 73660, 'Actual Loops': 3, 'Filter': '((p_partkey)::numeric > 179021.0)', 'Rows Removed by Filter': 59674}]}]}]}",1505.419
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part        inner join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 179021.0 and partsupp.ps_partkey > 12.0 ;","{'Node Type': 'Gather', 'Parallel Aware': False, 'Startup Cost': 13473.44, 'Total Cost': 87478.58, 'Plan Rows': 177774, 'Plan Width': 274, 'Actual Startup Time': 851.608, 'Actual Total Time': 1499.993, 'Actual Rows': 883916, 'Actual Loops': 1, 'Workers Planned': 2, 'Workers Launched': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Join Type': 'Inner', 'Startup Cost': 12473.44, 'Total Cost': 68701.18, 'Plan Rows': 74072, 'Plan Width': 274, 'Actual Startup Time': 843.945, 'Actual Total Time': 1145.792, 'Actual Rows': 294639, 'Actual Loops': 3, 'Inner Unique': False, 'Hash Cond': '(partsupp.ps_partkey = part.p_partkey)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'partsupp', 'Alias': 'partsupp', 'Startup Cost': 0.0, 'Total Cost': 44883.79, 'Plan Rows': 222218, 'Plan Width': 144, 'Actual Startup Time': 0.014, 'Actual Total Time': 280.574, 'Actual Rows': 533317, 'Actual Loops': 3, 'Filter': '((ps_partkey)::numeric > 12.0)', 'Rows Removed by Filter': 16}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': True, 'Startup Cost': 10693.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 153.279, 'Actual Total Time': 153.28, 'Actual Rows': 73660, 'Actual Loops': 3, 'Hash Buckets': 32768, 'Original Hash Buckets': 32768, 'Hash Batches': 16, 'Original Hash Batches': 8, 'Peak Memory Usage': 2624, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'part', 'Alias': 'part', 'Startup Cost': 0.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 24.644, 'Actual Total Time': 56.382, 'Actual Rows': 73660, 'Actual Loops': 3, 'Filter': '((p_partkey)::numeric > 179021.0)', 'Rows Removed by Filter': 59674}]}]}]}",1563.383
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part        right join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 179021.0 and partsupp.ps_partkey > 60004.0 ;","{'Node Type': 'Gather', 'Parallel Aware': False, 'Startup Cost': 13473.44, 'Total Cost': 87478.58, 'Plan Rows': 177774, 'Plan Width': 274, 'Actual Startup Time': 751.408, 'Actual Total Time': 2432.739, 'Actual Rows': 883916, 'Actual Loops': 1, 'Workers Planned': 2, 'Workers Launched': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Join Type': 'Inner', 'Startup Cost': 12473.44, 'Total Cost': 68701.18, 'Plan Rows': 74072, 'Plan Width': 274, 'Actual Startup Time': 754.161, 'Actual Total Time': 1038.833, 'Actual Rows': 294639, 'Actual Loops': 3, 'Inner Unique': False, 'Hash Cond': '(partsupp.ps_partkey = part.p_partkey)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'partsupp', 'Alias': 'partsupp', 'Startup Cost': 0.0, 'Total Cost': 44883.79, 'Plan Rows': 222218, 'Plan Width': 144, 'Actual Startup Time': 26.632, 'Actual Total Time': 277.865, 'Actual Rows': 453328, 'Actual Loops': 3, 'Filter': '((ps_partkey)::numeric > 60004.0)', 'Rows Removed by Filter': 80005}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': True, 'Startup Cost': 10693.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 155.711, 'Actual Total Time': 155.712, 'Actual Rows': 73660, 'Actual Loops': 3, 'Hash Buckets': 32768, 'Original Hash Buckets': 32768, 'Hash Batches': 16, 'Original Hash Batches': 8, 'Peak Memory Usage': 2656, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'part', 'Alias': 'part', 'Startup Cost': 0.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 25.146, 'Actual Total Time': 60.499, 'Actual Rows': 73660, 'Actual Loops': 3, 'Filter': '((p_partkey)::numeric > 179021.0)', 'Rows Removed by Filter': 59674}]}]}]}",2494.67
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part        left join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 179021.0 and partsupp.ps_partkey > 60004.0 ;","{'Node Type': 'Gather', 'Parallel Aware': False, 'Startup Cost': 13473.44, 'Total Cost': 87478.58, 'Plan Rows': 177774, 'Plan Width': 274, 'Actual Startup Time': 745.316, 'Actual Total Time': 1360.107, 'Actual Rows': 883916, 'Actual Loops': 1, 'Workers Planned': 2, 'Workers Launched': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Join Type': 'Inner', 'Startup Cost': 12473.44, 'Total Cost': 68701.18, 'Plan Rows': 74072, 'Plan Width': 274, 'Actual Startup Time': 747.459, 'Actual Total Time': 1016.686, 'Actual Rows': 294639, 'Actual Loops': 3, 'Inner Unique': False, 'Hash Cond': '(partsupp.ps_partkey = part.p_partkey)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'partsupp', 'Alias': 'partsupp', 'Startup Cost': 0.0, 'Total Cost': 44883.79, 'Plan Rows': 222218, 'Plan Width': 144, 'Actual Startup Time': 26.965, 'Actual Total Time': 285.071, 'Actual Rows': 453328, 'Actual Loops': 3, 'Filter': '((ps_partkey)::numeric > 60004.0)', 'Rows Removed by Filter': 80005}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': True, 'Startup Cost': 10693.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 153.146, 'Actual Total Time': 153.147, 'Actual Rows': 73660, 'Actual Loops': 3, 'Hash Buckets': 32768, 'Original Hash Buckets': 32768, 'Hash Batches': 16, 'Original Hash Batches': 8, 'Peak Memory Usage': 2624, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'part', 'Alias': 'part', 'Startup Cost': 0.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 24.41, 'Actual Total Time': 56.081, 'Actual Rows': 73660, 'Actual Loops': 3, 'Filter': '((p_partkey)::numeric > 179021.0)', 'Rows Removed by Filter': 59674}]}]}]}",1424.018
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part        inner join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 179021.0 and partsupp.ps_partkey > 60004.0 ;","{'Node Type': 'Gather', 'Parallel Aware': False, 'Startup Cost': 13473.44, 'Total Cost': 87478.58, 'Plan Rows': 177774, 'Plan Width': 274, 'Actual Startup Time': 747.546, 'Actual Total Time': 1382.365, 'Actual Rows': 883916, 'Actual Loops': 1, 'Workers Planned': 2, 'Workers Launched': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Join Type': 'Inner', 'Startup Cost': 12473.44, 'Total Cost': 68701.18, 'Plan Rows': 74072, 'Plan Width': 274, 'Actual Startup Time': 743.999, 'Actual Total Time': 1040.977, 'Actual Rows': 294639, 'Actual Loops': 3, 'Inner Unique': False, 'Hash Cond': '(partsupp.ps_partkey = part.p_partkey)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'partsupp', 'Alias': 'partsupp', 'Startup Cost': 0.0, 'Total Cost': 44883.79, 'Plan Rows': 222218, 'Plan Width': 144, 'Actual Startup Time': 26.003, 'Actual Total Time': 263.566, 'Actual Rows': 453328, 'Actual Loops': 3, 'Filter': '((ps_partkey)::numeric > 60004.0)', 'Rows Removed by Filter': 80005}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': True, 'Startup Cost': 10693.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 152.642, 'Actual Total Time': 152.643, 'Actual Rows': 73660, 'Actual Loops': 3, 'Hash Buckets': 32768, 'Original Hash Buckets': 32768, 'Hash Batches': 16, 'Original Hash Batches': 8, 'Peak Memory Usage': 2656, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'part', 'Alias': 'part', 'Startup Cost': 0.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 24.591, 'Actual Total Time': 57.085, 'Actual Rows': 73660, 'Actual Loops': 3, 'Filter': '((p_partkey)::numeric > 179021.0)', 'Rows Removed by Filter': 59674}]}]}]}",1446.266
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part        right join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 179021.0 and partsupp.ps_partkey > 119879.0 ;","{'Node Type': 'Gather', 'Parallel Aware': False, 'Startup Cost': 13473.44, 'Total Cost': 87478.58, 'Plan Rows': 177774, 'Plan Width': 274, 'Actual Startup Time': 731.35, 'Actual Total Time': 1338.6, 'Actual Rows': 883916, 'Actual Loops': 1, 'Workers Planned': 2, 'Workers Launched': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Join Type': 'Inner', 'Startup Cost': 12473.44, 'Total Cost': 68701.18, 'Plan Rows': 74072, 'Plan Width': 274, 'Actual Startup Time': 724.08, 'Actual Total Time': 980.358, 'Actual Rows': 294639, 'Actual Loops': 3, 'Inner Unique': False, 'Hash Cond': '(partsupp.ps_partkey = part.p_partkey)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'partsupp', 'Alias': 'partsupp', 'Startup Cost': 0.0, 'Total Cost': 44883.79, 'Plan Rows': 222218, 'Plan Width': 144, 'Actual Startup Time': 61.232, 'Actual Total Time': 287.884, 'Actual Rows': 373495, 'Actual Loops': 3, 'Filter': '((ps_partkey)::numeric > 119879.0)', 'Rows Removed by Filter': 159839}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': True, 'Startup Cost': 10693.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 157.203, 'Actual Total Time': 157.203, 'Actual Rows': 73660, 'Actual Loops': 3, 'Hash Buckets': 32768, 'Original Hash Buckets': 32768, 'Hash Batches': 16, 'Original Hash Batches': 8, 'Peak Memory Usage': 2656, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'part', 'Alias': 'part', 'Startup Cost': 0.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 24.689, 'Actual Total Time': 59.948, 'Actual Rows': 73660, 'Actual Loops': 3, 'Filter': '((p_partkey)::numeric > 179021.0)', 'Rows Removed by Filter': 59674}]}]}]}",1402.949
"EXPLAIN (ANALYZE true, COSTS true, FORMAT json) Select * from part        left join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 179021.0 and partsupp.ps_partkey > 119879.0 ;","{'Node Type': 'Gather', 'Parallel Aware': False, 'Startup Cost': 13473.44, 'Total Cost': 87478.58, 'Plan Rows': 177774, 'Plan Width': 274, 'Actual Startup Time': 719.564, 'Actual Total Time': 1306.228, 'Actual Rows': 883916, 'Actual Loops': 1, 'Workers Planned': 2, 'Workers Launched': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Join Type': 'Inner', 'Startup Cost': 12473.44, 'Total Cost': 68701.18, 'Plan Rows': 74072, 'Plan Width': 274, 'Actual Startup Time': 711.24, 'Actual Total Time': 957.326, 'Actual Rows': 294639, 'Actual Loops': 3, 'Inner Unique': False, 'Hash Cond': '(partsupp.ps_partkey = part.p_partkey)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'partsupp', 'Alias': 'partsupp', 'Startup Cost': 0.0, 'Total Cost': 44883.79, 'Plan Rows': 222218, 'Plan Width': 144, 'Actual Startup Time': 54.947, 'Actual Total Time': 288.189, 'Actual Rows': 373495, 'Actual Loops': 3, 'Filter': '((ps_partkey)::numeric > 119879.0)', 'Rows Removed by Filter': 159839}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': True, 'Startup Cost': 10693.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 154.151, 'Actual Total Time': 154.151, 'Actual Rows': 73660, 'Actual Loops': 3, 'Hash Buckets': 32768, 'Original Hash Buckets': 32768, 'Hash Batches': 16, 'Original Hash Batches': 8, 'Peak Memory Usage': 2656, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Relation Name': 'part', 'Alias': 'part', 'Startup Cost': 0.0, 'Total Cost': 10693.0, 'Plan Rows': 55555, 'Plan Width': 130, 'Actual Startup Time': 25.435, 'Actual Total Time': 59.688, 'Actual Rows': 73660, 'Actual Loops': 3, 'Filter': '((p_partkey)::numeric > 179021.0)', 'Rows Removed by Filter': 59674}]}]}]}",1370.164
