query,plan,execution_time (ms)
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from orders        inner join lineitem on orders.o_orderkey=lineitem.l_orderkey        where orders.o_orderkey > 3003489.0 and lineitem.l_orderkey > 11999872.0 ;","{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 84064.3, ""Total Cost"": 591354.03, ""Plan Rows"": 1333134, ""Plan Width"": 224, ""Workers Planned"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 83064.3, ""Total Cost"": 457040.63, ""Plan Rows"": 555472, ""Plan Width"": 224, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_orderkey = orders.o_orderkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 299908.79, ""Plan Rows"": 1666418, ""Plan Width"": 117, ""Filter"": ""((l_orderkey)::numeric > 11999872.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 70937.54, ""Total Cost"": 70937.54, ""Plan Rows"": 416701, ""Plan Width"": 107, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 70937.54, ""Plan Rows"": 416701, ""Plan Width"": 107, ""Filter"": ""((o_orderkey)::numeric > 3003489.0)""}]}]}]}}",23494.393
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        inner join lineitem on partsupp.ps_partkey=lineitem.l_partkey        where partsupp.ps_partkey > 12.0 and lineitem.l_partkey > 199567.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 76488.03, ""Total Cost"": 721691.13, ""Plan Rows"": 5377323, ""Plan Width"": 261, ""Inner Unique"": false, ""Hash Cond"": ""(lineitem.l_partkey = partsupp.ps_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_partkey)::numeric > 199567.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 58883.5, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 12.0)""}]}]}}",42446.077
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from region        inner join nation on region.r_regionkey=nation.n_regionkey ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 1.11, ""Total Cost"": 2.71, ""Plan Rows"": 25, ""Plan Width"": 206, ""Inner Unique"": false, ""Hash Cond"": ""(nation.n_regionkey = region.r_regionkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""nation"", ""Alias"": ""nation"", ""Startup Cost"": 0.0, ""Total Cost"": 1.25, ""Plan Rows"": 25, ""Plan Width"": 109}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 1.05, ""Total Cost"": 1.05, ""Plan Rows"": 5, ""Plan Width"": 97, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""region"", ""Alias"": ""region"", ""Startup Cost"": 0.0, ""Total Cost"": 1.05, ""Plan Rows"": 5, ""Plan Width"": 97}]}]}}",0.156
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from customer        left join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 32.0 and orders.o_custkey > 7.0 ;","{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 11500.84, ""Total Cost"": 132687.86, ""Plan Rows"": 333361, ""Plan Width"": 266, ""Workers Planned"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 10500.84, ""Total Cost"": 98351.76, ""Plan Rows"": 138900, ""Plan Width"": 266, ""Inner Unique"": false, ""Hash Cond"": ""(orders.o_custkey = customer.c_custkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 70937.54, ""Plan Rows"": 416701, ""Plan Width"": 107, ""Filter"": ""((o_custkey)::numeric > 7.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 9044.0, ""Total Cost"": 9044.0, ""Plan Rows"": 41667, ""Plan Width"": 159, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 9044.0, ""Plan Rows"": 41667, ""Plan Width"": 159, ""Filter"": ""((c_custkey)::numeric > 32.0)""}]}]}]}}",11345.937
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from supplier        inner join partsupp on supplier.s_suppkey=partsupp.ps_suppkey        where supplier.s_suppkey > 10037.0 and partsupp.ps_suppkey > 2.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 1652.66, ""Total Cost"": 66750.9, ""Plan Rows"": 354812, ""Plan Width"": 288, ""Inner Unique"": false, ""Hash Cond"": ""(partsupp.ps_suppkey = supplier.s_suppkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_suppkey)::numeric > 2.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 1486.0, ""Total Cost"": 1486.0, ""Plan Rows"": 13333, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""supplier"", ""Alias"": ""supplier"", ""Startup Cost"": 0.0, ""Total Cost"": 1486.0, ""Plan Rows"": 13333, ""Plan Width"": 144, ""Filter"": ""((s_suppkey)::numeric > 10037.0)""}]}]}}",2292.628
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from customer        right join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 299993.0 and orders.o_custkey > 299999.0 ;","{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 11500.84, ""Total Cost"": 132687.86, ""Plan Rows"": 333361, ""Plan Width"": 266, ""Workers Planned"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 10500.84, ""Total Cost"": 98351.76, ""Plan Rows"": 138900, ""Plan Width"": 266, ""Inner Unique"": false, ""Hash Cond"": ""(orders.o_custkey = customer.c_custkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 70937.54, ""Plan Rows"": 416701, ""Plan Width"": 107, ""Filter"": ""((o_custkey)::numeric > 299999.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 9044.0, ""Total Cost"": 9044.0, ""Plan Rows"": 41667, ""Plan Width"": 159, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 9044.0, ""Plan Rows"": 41667, ""Plan Width"": 159, ""Filter"": ""((c_custkey)::numeric > 299993.0)""}]}]}]}}",3308.78
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from part        inner join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 1.0 and partsupp.ps_partkey > 399973.0 ;","{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 13473.44, ""Total Cost"": 87478.58, ""Plan Rows"": 177774, ""Plan Width"": 274, ""Workers Planned"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 12473.44, ""Total Cost"": 68701.18, ""Plan Rows"": 74072, ""Plan Width"": 274, ""Inner Unique"": false, ""Hash Cond"": ""(partsupp.ps_partkey = part.p_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 44883.79, ""Plan Rows"": 222218, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 399973.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 10693.0, ""Total Cost"": 10693.0, ""Plan Rows"": 55555, ""Plan Width"": 130, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""part"", ""Alias"": ""part"", ""Startup Cost"": 0.0, ""Total Cost"": 10693.0, ""Plan Rows"": 55555, ""Plan Width"": 130, ""Filter"": ""((p_partkey)::numeric > 1.0)""}]}]}]}}",1912.974
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from customer        inner join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 149530.0 and orders.o_custkey > 74380.0 ;","{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 11500.84, ""Total Cost"": 132687.86, ""Plan Rows"": 333361, ""Plan Width"": 266, ""Workers Planned"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 10500.84, ""Total Cost"": 98351.76, ""Plan Rows"": 138900, ""Plan Width"": 266, ""Inner Unique"": false, ""Hash Cond"": ""(orders.o_custkey = customer.c_custkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 70937.54, ""Plan Rows"": 416701, ""Plan Width"": 107, ""Filter"": ""((o_custkey)::numeric > 74380.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 9044.0, ""Total Cost"": 9044.0, ""Plan Rows"": 41667, ""Plan Width"": 159, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 9044.0, ""Plan Rows"": 41667, ""Plan Width"": 159, ""Filter"": ""((c_custkey)::numeric > 149530.0)""}]}]}]}}",7784.831
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from partsupp        right join lineitem on partsupp.ps_suppkey=lineitem.l_suppkey        where partsupp.ps_suppkey > 10033.0 and lineitem.l_suppkey > 14957.0 ;","{""Plan"": {""Node Type"": ""Merge Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 1521777.02, ""Total Cost"": 3130864.72, ""Plan Rows"": 106430213, ""Plan Width"": 261, ""Inner Unique"": false, ""Merge Cond"": ""(partsupp.ps_suppkey = lineitem.l_suppkey)"", ""Plans"": [{""Node Type"": ""Sort"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Startup Cost"": 186180.82, ""Total Cost"": 187514.12, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Sort Key"": [""partsupp.ps_suppkey""], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_suppkey)::numeric > 10033.0)""}]}, {""Node Type"": ""Materialize"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 1335568.59, ""Total Cost"": 1355565.6, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Plans"": [{""Node Type"": ""Sort"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Startup Cost"": 1335568.59, ""Total Cost"": 1345567.09, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Sort Key"": [""lineitem.l_suppkey""], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 404893.1, ""Plan Rows"": 3999402, ""Plan Width"": 117, ""Filter"": ""((l_suppkey)::numeric > 14957.0)""}]}]}]}}",279978.753
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from supplier        inner join partsupp on supplier.s_suppkey=partsupp.ps_suppkey        where supplier.s_suppkey > 1.0 and partsupp.ps_suppkey > 10033.0 ;","{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 1652.66, ""Total Cost"": 66750.9, ""Plan Rows"": 354812, ""Plan Width"": 288, ""Inner Unique"": false, ""Hash Cond"": ""(partsupp.ps_suppkey = supplier.s_suppkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 144, ""Filter"": ""((ps_suppkey)::numeric > 10033.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 1486.0, ""Total Cost"": 1486.0, ""Plan Rows"": 13333, ""Plan Width"": 144, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""supplier"", ""Alias"": ""supplier"", ""Startup Cost"": 0.0, ""Total Cost"": 1486.0, ""Plan Rows"": 13333, ""Plan Width"": 144, ""Filter"": ""((s_suppkey)::numeric > 1.0)""}]}]}}",2220.839
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) select ps_supplycost from partsupp            where ps_supplycost > 249.1 ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 54883.59, ""Plan Rows"": 1199975, ""Plan Width"": 6, ""Filter"": ""(ps_supplycost > 249.1)""}}",54170.986
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) select c_custkey from customer            where c_custkey > 44100.0 ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 11669.0, ""Plan Rows"": 100000, ""Plan Width"": 4, ""Filter"": ""((c_custkey)::numeric > 44100.0)""}}",6163.446
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) select c_acctbal from customer            where c_acctbal > 8887.03 ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 10919.0, ""Plan Rows"": 30000, ""Plan Width"": 6, ""Filter"": ""(c_acctbal > 8887.03)""}}",2359.864
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) select c_custkey from customer            where c_custkey > 14510.0 ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 11669.0, ""Plan Rows"": 100000, ""Plan Width"": 4, ""Filter"": ""((c_custkey)::numeric > 14510.0)""}}",5640.903
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) select ps_suppkey from partsupp            where ps_suppkey > 4998.0 ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 58883.5, ""Plan Rows"": 533322, ""Plan Width"": 4, ""Filter"": ""((ps_suppkey)::numeric > 4998.0)""}}",28889.346
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) select o_custkey from orders            where o_custkey > 270250.0 ;","{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 97189.69, ""Plan Rows"": 1000082, ""Plan Width"": 4, ""Filter"": ""((o_custkey)::numeric > 270250.0)""}}",58078.589
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 1.0 and partsupp.ps_partkey > 199562.0 ;","{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 13473.44, ""Total Cost"": 87478.58, ""Plan Rows"": 177774, ""Plan Width"": 274, ""Workers Planned"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 12473.44, ""Total Cost"": 68701.18, ""Plan Rows"": 74072, ""Plan Width"": 274, ""Inner Unique"": false, ""Hash Cond"": ""(partsupp.ps_partkey = part.p_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 44883.79, ""Plan Rows"": 222218, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 199562.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 10693.0, ""Total Cost"": 10693.0, ""Plan Rows"": 55555, ""Plan Width"": 130, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""part"", ""Alias"": ""part"", ""Startup Cost"": 0.0, ""Total Cost"": 10693.0, ""Plan Rows"": 55555, ""Plan Width"": 130, ""Filter"": ""((p_partkey)::numeric > 1.0)""}]}]}]}}",4146.016
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from customer         join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 149530.0 and orders.o_custkey > 74380.0 ;","{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 11500.84, ""Total Cost"": 132687.86, ""Plan Rows"": 333361, ""Plan Width"": 266, ""Workers Planned"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 10500.84, ""Total Cost"": 98351.76, ""Plan Rows"": 138900, ""Plan Width"": 266, ""Inner Unique"": false, ""Hash Cond"": ""(orders.o_custkey = customer.c_custkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 70937.54, ""Plan Rows"": 416701, ""Plan Width"": 107, ""Filter"": ""((o_custkey)::numeric > 74380.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 9044.0, ""Total Cost"": 9044.0, ""Plan Rows"": 41667, ""Plan Width"": 159, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 9044.0, ""Plan Rows"": 41667, ""Plan Width"": 159, ""Filter"": ""((c_custkey)::numeric > 149530.0)""}]}]}]}}",7819.221
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 399980.0 and partsupp.ps_partkey > 301367.0 ;","{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 13473.44, ""Total Cost"": 87478.58, ""Plan Rows"": 177774, ""Plan Width"": 274, ""Workers Planned"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 12473.44, ""Total Cost"": 68701.18, ""Plan Rows"": 74072, ""Plan Width"": 274, ""Inner Unique"": false, ""Hash Cond"": ""(partsupp.ps_partkey = part.p_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 44883.79, ""Plan Rows"": 222218, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 301367.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 10693.0, ""Total Cost"": 10693.0, ""Plan Rows"": 55555, ""Plan Width"": 130, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""part"", ""Alias"": ""part"", ""Startup Cost"": 0.0, ""Total Cost"": 10693.0, ""Plan Rows"": 55555, ""Plan Width"": 130, ""Filter"": ""((p_partkey)::numeric > 399980.0)""}]}]}]}}",1123.444
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from part         join partsupp on part.p_partkey=partsupp.ps_partkey        where part.p_partkey > 399980.0 and partsupp.ps_partkey > 199562.0 ;","{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 13473.44, ""Total Cost"": 87478.58, ""Plan Rows"": 177774, ""Plan Width"": 274, ""Workers Planned"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 12473.44, ""Total Cost"": 68701.18, ""Plan Rows"": 74072, ""Plan Width"": 274, ""Inner Unique"": false, ""Hash Cond"": ""(partsupp.ps_partkey = part.p_partkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""partsupp"", ""Alias"": ""partsupp"", ""Startup Cost"": 0.0, ""Total Cost"": 44883.79, ""Plan Rows"": 222218, ""Plan Width"": 144, ""Filter"": ""((ps_partkey)::numeric > 199562.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 10693.0, ""Total Cost"": 10693.0, ""Plan Rows"": 55555, ""Plan Width"": 130, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""part"", ""Alias"": ""part"", ""Startup Cost"": 0.0, ""Total Cost"": 10693.0, ""Plan Rows"": 55555, ""Plan Width"": 130, ""Filter"": ""((p_partkey)::numeric > 399980.0)""}]}]}]}}",2327.345
"EXPLAIN (ANALYZE false, COSTS true, FORMAT json) Select * from customer         join orders on customer.c_custkey=orders.o_custkey        where customer.c_custkey > 73876.0 and orders.o_custkey > 149324.0 ;","{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 11500.84, ""Total Cost"": 132687.86, ""Plan Rows"": 333361, ""Plan Width"": 266, ""Workers Planned"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 10500.84, ""Total Cost"": 98351.76, ""Plan Rows"": 138900, ""Plan Width"": 266, ""Inner Unique"": false, ""Hash Cond"": ""(orders.o_custkey = customer.c_custkey)"", ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 70937.54, ""Plan Rows"": 416701, ""Plan Width"": 107, ""Filter"": ""((o_custkey)::numeric > 149324.0)""}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 9044.0, ""Total Cost"": 9044.0, ""Plan Rows"": 41667, ""Plan Width"": 159, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""customer"", ""Alias"": ""customer"", ""Startup Cost"": 0.0, ""Total Cost"": 9044.0, ""Plan Rows"": 41667, ""Plan Width"": 159, ""Filter"": ""((c_custkey)::numeric > 73876.0)""}]}]}]}}",7276.094
